run_name,n,old_em,strict_explicit_em,delta,tag_found,explicit_extracted_nonempty,no_explicit_answer_rate
sft_hfsa_depth_scaling_logic_train1to5_10k_seed3407,1319,0.060652009097801364,0.04927975739196361,-0.011372251705837756,0.5852918877937832,0.5837755875663382,0.4162244124336619
sft_hfsa_depth_scaling_logic_train1to5_10k_seed3408,1319,0.043214556482183475,0.039423805913570885,-0.0037907505686125853,0.34420015163002277,0.34420015163002277,0.6557998483699773
sft_hfsa_depth_scaling_logic_train1to5_10k_seed3409,1319,0.06368460955269144,0.06292645943896892,-0.000758150113722517,0.9226686884003032,0.9226686884003032,0.07733131159969674
sft_hfsa_depth_scaling_nl_exact_train1to10_10k_seed3407,1319,0.530705079605762,0.5299469294920395,-0.000758150113722517,0.974981046247157,0.9734647460197119,0.026535253980288095
sft_hfsa_depth_scaling_nl_exact_train1to10_10k_seed3408,1319,0.6497346474601972,0.6497346474601972,0.0,0.9969673995451099,0.9969673995451099,0.003032600454890068
sft_hfsa_depth_scaling_nl_exact_train1to10_10k_seed3409,1319,0.25549658832448824,0.25549658832448824,0.0,0.9719484457922669,0.9696739954510993,0.030326004548900682
sft_hfsa_depth_scaling_nl_exact_train1to15_10k_seed3407,1319,0.17513267626990145,0.1645185746777862,-0.01061410159211524,0.9848369977255497,0.9507202426080363,0.04927975739196361
sft_hfsa_depth_scaling_nl_exact_train1to15_10k_seed3408,1319,0.33131159969673996,0.33131159969673996,0.0,0.9954510993176648,0.9931766489764974,0.006823351023502654
sft_hfsa_depth_scaling_nl_exact_train1to15_10k_seed3409,1319,0.47081122062168307,0.4700530705079606,-0.000758150113722517,0.9757391963608795,0.9742228961334344,0.02577710386656558
sft_hfsa_depth_scaling_nl_exact_train1to20_10k_seed3407,1319,0.3457164518574678,0.34040940106141016,-0.00530705079605762,0.868081880212282,0.8673237300985596,0.1326762699014405
sft_hfsa_depth_scaling_nl_exact_train1to20_10k_seed3408,1319,0.7164518574677786,0.7164518574677786,0.0,0.9901440485216073,0.9901440485216073,0.009855951478392721
sft_hfsa_depth_scaling_nl_exact_train1to20_10k_seed3409,1319,0.17058377558756635,0.17058377558756635,0.0,1.0,1.0,0.0
sft_hfsa_depth_scaling_nl_exact_train1to25_10k_seed3407,1319,0.22062168309325247,0.21986353297952996,-0.000758150113722517,0.8483699772554966,0.8369977255496588,0.16300227445034116
sft_hfsa_depth_scaling_nl_exact_train1to25_10k_seed3408,1319,0.3025018953752843,0.30022744503411675,-0.002274450341167551,0.9461713419257013,0.9431387414708112,0.05686125852918878
sft_hfsa_depth_scaling_nl_exact_train1to25_10k_seed3409,1319,0.2486732373009856,0.24715693707354056,-0.001516300227445034,0.9075056861258529,0.9029567854435178,0.09704321455648218
sft_hfsa_depth_scaling_nl_exact_train1to5_10k_seed3407,1319,0.5602729340409401,0.555724033358605,-0.004548900682335102,0.8862774829416225,0.8862774829416225,0.11372251705837756
sft_hfsa_depth_scaling_nl_exact_train1to5_10k_seed3408,1319,0.32221379833206976,0.32221379833206976,0.0,0.9567854435178166,0.9567854435178166,0.043214556482183475
sft_hfsa_depth_scaling_nl_exact_train1to5_10k_seed3409,1319,0.5959059893858984,0.5959059893858984,0.0,0.9984836997725549,0.9984836997725549,0.001516300227445034
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to10_10k_seed3407,1319,0.006823351023502654,0.00530705079605762,-0.001516300227445034,0.6171341925701289,0.6171341925701289,0.38286580742987114
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to10_10k_seed3408,1319,0.013646702047005308,0.012130401819560273,-0.001516300227445034,0.8999241849886277,0.8999241849886277,0.10007581501137225
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to10_10k_seed3409,1319,0.01061410159211524,0.01061410159211524,0.0,0.6611068991660348,0.6573161485974223,0.34268385140257773
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to20_10k_seed3407,1319,0.003032600454890068,0.003032600454890068,0.0,0.8824867323730099,0.8824867323730099,0.11751326762699014
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to20_10k_seed3408,1319,0.016679302501895376,0.014404852160727824,-0.002274450341167551,0.9454131918119788,0.9438968915845337,0.056103108415466264
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to20_10k_seed3409,1319,0.01819560272934041,0.017437452615617893,-0.000758150113722517,0.8968915845337376,0.8968915845337376,0.10310841546626232
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to25_10k_seed3407,1319,0.0037907505686125853,0.002274450341167551,-0.001516300227445034,0.37225170583775585,0.37225170583775585,0.6277482941622441
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to25_10k_seed3408,1319,0.012130401819560273,0.012130401819560273,0.0,0.9347990902198635,0.9347990902198635,0.06520090978013647
sft_hfsa_modelablate_gemma3_4b_pt_logic_train1to25_10k_seed3409,1319,0.013646702047005308,0.013646702047005308,0.0,0.8453373768006065,0.844579226686884,0.155420773313116
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to10_10k_seed3407,1319,0.13419257012888552,0.13115996967399546,-0.003032600454890068,0.8984078847611827,0.8984078847611827,0.10159211523881728
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to10_10k_seed3408,1319,0.10765731614859743,0.10614101592115238,-0.001516300227445034,0.9075056861258529,0.9075056861258529,0.09249431387414708
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to10_10k_seed3409,1319,0.09931766489764973,0.09855951478392722,-0.000758150113722517,0.9916603487490523,0.9916603487490523,0.008339651250947688
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to20_10k_seed3407,1319,0.15011372251705837,0.14783927217589082,-0.002274450341167551,0.9219105382865808,0.9219105382865808,0.07808946171341925
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to20_10k_seed3408,1319,0.012130401819560273,0.003032600454890068,-0.009097801364670205,0.643669446550417,0.643669446550417,0.35633055344958303
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to20_10k_seed3409,1319,0.045489006823351025,0.0401819560272934,-0.00530705079605762,0.9802880970432145,0.9802880970432145,0.019711902956785442
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to25_10k_seed3407,1319,0.28430629264594387,0.2835481425322214,-0.000758150113722517,0.959059893858984,0.9583017437452616,0.04169825625473844
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to25_10k_seed3408,1319,0.13570887035633056,0.13495072024260804,-0.000758150113722517,0.9461713419257013,0.9431387414708112,0.05686125852918878
sft_hfsa_modelablate_gemma3_4b_pt_nl_exact_train1to25_10k_seed3409,1319,0.11675511751326763,0.11448066717210008,-0.002274450341167551,0.9848369977255497,0.9848369977255497,0.015163002274450341
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to10_10k_seed3407,1319,0.11220621683093253,0.10993176648976498,-0.002274450341167551,0.9112964366944655,0.9112964366944655,0.0887035633055345
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to10_10k_seed3408,1319,0.2403335860500379,0.22971948445792267,-0.01061410159211524,0.6520090978013646,0.6512509476876421,0.34874905231235787
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to10_10k_seed3409,1319,0.07657316148597422,0.04094010614101592,-0.0356330553449583,0.3055344958301744,0.3169067475360121,0.6830932524639879
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to20_10k_seed3407,1319,0.07733131159969674,0.0712661106899166,-0.006065200909780136,0.7710386656557998,0.7717968157695224,0.22820318423047764
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to20_10k_seed3408,1319,0.07429871114480667,0.07278241091736164,-0.001516300227445034,0.9264594389689158,0.9264594389689158,0.07354056103108415
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to20_10k_seed3409,1319,0.037149355572403335,0.02350265352539803,-0.013646702047005308,0.5579984836997726,0.6171341925701289,0.38286580742987114
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to25_10k_seed3407,1319,0.07808946171341925,0.07657316148597422,-0.001516300227445034,0.8597422289613343,0.8180439727065959,0.1819560272934041
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to25_10k_seed3408,1319,0.04094010614101592,0.03411675511751327,-0.006823351023502654,0.4632297194844579,0.4624715693707354,0.5375284306292646
sft_hfsa_modelablate_qwen2p5_1p5b_logic_train1to25_10k_seed3409,1319,0.039423805913570885,0.0356330553449583,-0.0037907505686125853,0.9507202426080363,0.9507202426080363,0.04927975739196361
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to10_10k_seed3407,1319,0.14935557240333586,0.14859742228961334,-0.000758150113722517,0.8991660348749052,0.8991660348749052,0.10083396512509477
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to10_10k_seed3408,1319,0.08794541319181198,0.08642911296436695,-0.001516300227445034,0.38741470811220624,0.38741470811220624,0.6125852918877938
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to10_10k_seed3409,1319,0.25246398786959817,0.034874905231235785,-0.2175890826383624,0.9855951478392722,0.1561789234268385,0.8438210765731615
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to20_10k_seed3407,1319,0.07960576194086429,0.07960576194086429,0.0,0.9833206974981046,0.9833206974981046,0.016679302501895376
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to20_10k_seed3408,1319,0.558756633813495,0.5253980288097043,-0.03335860500379075,0.910538286580743,0.910538286580743,0.08946171341925702
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to20_10k_seed3409,1319,0.13495072024260804,0.13495072024260804,0.0,0.8263836239575436,0.8263836239575436,0.17361637604245642
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to25_10k_seed3407,1319,0.36997725549658833,0.3692191053828658,-0.000758150113722517,0.9802880970432145,0.979529946929492,0.02047005307050796
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to25_10k_seed3408,1319,0.3297952994692949,0.3297952994692949,0.0,0.979529946929492,0.979529946929492,0.02047005307050796
sft_hfsa_modelablate_qwen2p5_1p5b_nl_exact_train1to25_10k_seed3409,1319,0.27748294162244125,0.2767247915087187,-0.000758150113722517,0.9886277482941622,0.9871114480667172,0.01288855193328279
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to10_10k_seed3407,1319,0.04473085670962851,0.04397270659590599,-0.000758150113722517,0.7422289613343442,0.7422289613343442,0.2577710386656558
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to10_10k_seed3408,1319,0.04094010614101592,0.03790750568612585,-0.003032600454890068,0.9423805913570887,0.9416224412433661,0.058377558756633814
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to10_10k_seed3409,1319,0.047763457164518575,0.043214556482183475,-0.004548900682335102,0.6603487490523123,0.6595905989385898,0.34040940106141016
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to20_10k_seed3407,1319,0.060652009097801364,0.05989385898407885,-0.000758150113722517,0.7460197119029568,0.7460197119029568,0.2539802880970432
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to20_10k_seed3408,1319,0.12509476876421532,0.11599696739954511,-0.009097801364670205,0.6118271417740713,0.6110689916603488,0.3889310083396513
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to20_10k_seed3409,1319,0.12964366944655042,0.12736921910538287,-0.002274450341167551,0.7361637604245641,0.7361637604245641,0.26383623957543595
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to25_10k_seed3407,1319,0.08794541319181198,0.08567096285064443,-0.002274450341167551,0.7482941622441244,0.7482941622441244,0.2517058377558757
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to25_10k_seed3408,1319,0.10765731614859743,0.10310841546626232,-0.004548900682335102,0.7217589082638363,0.7202426080363912,0.27975739196360877
sft_hfsa_modelablate_qwen2p5_7b_logic_train1to25_10k_seed3409,1319,0.0576194086429113,0.05458680818802123,-0.003032600454890068,0.8400303260045489,0.8400303260045489,0.1599696739954511
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to10_10k_seed3407,1319,0.7293404094010614,0.7293404094010614,0.0,0.9969673995451099,0.9969673995451099,0.003032600454890068
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to10_10k_seed3408,1319,0.6186504927975739,0.6156178923426838,-0.003032600454890068,0.9893858984078847,0.9893858984078847,0.01061410159211524
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to10_10k_seed3409,1319,0.32752084912812734,0.32752084912812734,0.0,0.9901440485216073,0.9901440485216073,0.009855951478392721
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to20_10k_seed3407,1319,0.7702805155420773,0.7702805155420773,0.0,0.9977255496588324,0.9977255496588324,0.002274450341167551
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to20_10k_seed3408,1319,0.7460197119029568,0.7407126611068992,-0.00530705079605762,0.9075056861258529,0.9075056861258529,0.09249431387414708
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to20_10k_seed3409,1319,0.07884761182714177,0.05989385898407885,-0.018953752843062926,0.9962092494313874,0.934040940106141,0.06595905989385899
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to25_10k_seed3407,1319,0.7619408642911296,0.7619408642911296,0.0,0.9992418498862775,0.9992418498862775,0.000758150113722517
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to25_10k_seed3408,1319,0.7687642153146323,0.7687642153146323,0.0,0.9734647460197119,0.9734647460197119,0.026535253980288095
sft_hfsa_modelablate_qwen2p5_7b_nl_exact_train1to25_10k_seed3409,1319,0.824109173616376,0.824109173616376,0.0,0.9977255496588324,0.9962092494313874,0.0037907505686125853
sft_paired_followup_attribute_constraints_hard_logic_train1to10_10k_seed3407,1319,0.13949962092494314,0.13646702047005307,-0.003032600454890068,0.9317664897649734,0.9272175890826384,0.07278241091736164
sft_paired_followup_attribute_constraints_hard_nl_exact_train1to10_10k_seed3407,1319,0.19711902956785443,0.19636087945413191,-0.000758150113722517,0.9969673995451099,0.9787717968157695,0.02122820318423048
sft_paired_followup_attribute_constraints_logic_train1to10_10k_seed3407,1319,0.1599696739954511,0.1599696739954511,0.0,0.9734647460197119,0.9522365428354814,0.047763457164518575
sft_paired_followup_attribute_constraints_nl_exact_train1to10_10k_seed3407,1319,0.2350265352539803,0.23275208491281274,-0.002274450341167551,0.9112964366944655,0.9097801364670205,0.09021986353297953
sft_paired_followup_maze_navigation_logic_train1to10_10k_seed3407,1319,0.11448066717210008,0.1068991660348749,-0.0075815011372251705,0.5534495830174374,0.5526914329037149,0.4473085670962851
sft_paired_followup_maze_navigation_nl_exact_train1to10_10k_seed3407,1319,0.5966641394996209,0.5860500379075056,-0.01061410159211524,0.8021228203184231,0.8021228203184231,0.19787717968157695
