source,size,template,train_max,seed,checkpoint,depth,correct,valid,joint
tiny_llama,100m,nl_exact,10,3407,20000,30,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3407,20000,40,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3407,20000,50,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,1,0.875,0.875,0.875
tiny_llama,100m,nl_exact,10,3408,20000,2,0.9375,0.1875,0.1875
tiny_llama,100m,nl_exact,10,3408,20000,5,0.75,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,10,0.3125,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,12,0.625,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,15,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,18,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,20,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,25,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,30,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,40,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3408,20000,50,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,1,0.875,0.875,0.875
tiny_llama,100m,nl_exact,10,3409,20000,2,0.75,0.125,0.125
tiny_llama,100m,nl_exact,10,3409,20000,5,0.9375,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,10,0.375,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,12,0.0625,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,15,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,18,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,20,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,25,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,30,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,40,0.0,0.0,0.0
tiny_llama,100m,nl_exact,10,3409,20000,50,0.0,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,1,0.8125,1.0,0.8125
tiny_llama,200m,logic,10,3407,20000,2,0.9375,0.9375,0.375
tiny_llama,200m,logic,10,3407,20000,5,0.75,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,10,0.9375,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,12,0.9375,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,15,0.375,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,18,0.3125,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,20,0.1875,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,25,0.125,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,30,0.25,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,40,0.0,0.0,0.0
tiny_llama,200m,logic,10,3407,20000,50,0.0,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,1,0.9375,0.875,0.4375
tiny_llama,200m,logic,10,3408,20000,2,0.8125,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,5,0.9375,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,10,0.875,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,12,0.875,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,15,0.3125,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,18,0.1875,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,20,0.0625,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,25,0.125,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,30,0.125,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,40,0.0,0.0,0.0
tiny_llama,200m,logic,10,3408,20000,50,0.0,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,1,0.8125,0.9375,0.25
tiny_llama,200m,logic,10,3409,20000,2,0.75,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,5,0.8125,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,10,0.875,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,12,0.875,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,15,0.375,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,18,0.3125,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,20,0.25,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,25,0.0625,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,30,0.0,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,40,0.0,0.0,0.0
tiny_llama,200m,logic,10,3409,20000,50,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,1,1.0,1.0,1.0
tiny_llama,200m,nl_exact,10,3407,20000,2,0.75,0.5,0.5
tiny_llama,200m,nl_exact,10,3407,20000,5,0.875,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,10,0.25,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,12,0.4375,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,15,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,18,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,20,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,25,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,30,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,40,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3407,20000,50,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,1,1.0,1.0,1.0
tiny_llama,200m,nl_exact,10,3408,20000,2,0.9375,0.9375,0.9375
tiny_llama,200m,nl_exact,10,3408,20000,5,0.9375,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,10,0.0625,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,12,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,15,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,18,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,20,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,25,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,30,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,40,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3408,20000,50,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,1,0.875,0.875,0.875
tiny_llama,200m,nl_exact,10,3409,20000,2,0.8125,0.25,0.25
tiny_llama,200m,nl_exact,10,3409,20000,5,0.9375,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,10,0.1875,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,12,0.3125,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,15,0.0625,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,18,0.125,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,20,0.1875,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,25,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,30,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,40,0.0,0.0,0.0
tiny_llama,200m,nl_exact,10,3409,20000,50,0.0,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,1,0.875,1.0,0.4375
tiny_llama,50m,logic,10,3407,20000,2,0.75,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,5,0.875,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,10,0.6875,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,12,0.5,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,15,0.375,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,18,0.375,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,20,0.3125,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,25,0.1875,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,30,0.0,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,40,0.0,0.0,0.0
tiny_llama,50m,logic,10,3407,20000,50,0.0,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,1,0.6875,0.875,0.25
tiny_llama,50m,logic,10,3408,20000,2,0.8125,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,5,0.625,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,10,0.75,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,12,0.125,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,15,0.0,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,18,0.1875,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,20,0.1875,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,25,0.0625,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,30,0.0,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,40,0.0,0.0,0.0
tiny_llama,50m,logic,10,3408,20000,50,0.0,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,1,0.75,0.875,0.1875
tiny_llama,50m,logic,10,3409,20000,2,1.0,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,5,0.5625,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,10,0.8125,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,12,0.4375,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,15,0.25,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,18,0.0625,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,20,0.1875,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,25,0.125,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,30,0.0,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,40,0.0,0.0,0.0
tiny_llama,50m,logic,10,3409,20000,50,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,1,0.8125,0.5,0.4375
tiny_llama,50m,nl_exact,10,3407,20000,2,0.75,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,5,0.6875,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,10,0.375,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,12,0.5,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,15,0.125,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,18,0.0625,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,20,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,25,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,30,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,40,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3407,20000,50,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,1,0.75,0.3125,0.3125
tiny_llama,50m,nl_exact,10,3408,20000,2,0.625,0.125,0.0625
tiny_llama,50m,nl_exact,10,3408,20000,5,0.8125,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,10,0.4375,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,12,0.1875,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,15,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,18,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,20,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,25,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,30,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,40,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3408,20000,50,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,1,0.875,0.875,0.875
tiny_llama,50m,nl_exact,10,3409,20000,2,0.875,0.0625,0.0
tiny_llama,50m,nl_exact,10,3409,20000,5,0.8125,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,10,0.25,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,12,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,15,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,18,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,20,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,25,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,30,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,40,0.0,0.0,0.0
tiny_llama,50m,nl_exact,10,3409,20000,50,0.0,0.0,0.0
