family,display_family,template,train_max,seed,train_correct@16,train_joint@16,ood_correct@16,ood_valid_or_parse@16,ood_joint@16,ood_format@16,depth50_correct@16,depth50_valid_or_parse@16,depth50_joint@16,cap_note
typed_maze,typed maze,logic,10,3407,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,20,3407,0.75,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,20,3408,0.75,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,20,3409,0.75,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,25,3407,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,25,3408,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,25,3409,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,5,3407,1.0,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,5,3408,1.0,0.0,0.006944444444444444,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,formal cap 4096; NL cap 6144
typed_maze,typed maze,nl_exact,5,3409,1.0,0.0,0.03125,0.0,0.0,0.024305555555555556,0.0,0.0,0.0,formal cap 4096; NL cap 6144
hard_attribute_fresh,hard attribute,logic,10,3407,1.0,1.0,0.8125,0.3888888888888889,0.3611111111111111,0.6944444444444444,0.21875,0.1875,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,10,3408,1.0,1.0,0.6840277777777778,0.4722222222222222,0.4722222222222222,0.6909722222222222,0.03125,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,10,3409,1.0,1.0,0.9027777777777778,0.5972222222222222,0.53125,0.7743055555555556,0.8125,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,15,3407,1.0,1.0,0.8888888888888888,0.4826388888888889,0.4826388888888889,0.7638888888888888,0.25,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,15,3408,1.0,1.0,0.8715277777777778,0.6180555555555556,0.5972222222222222,0.8958333333333334,0.21875,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,15,3409,1.0,1.0,0.7013888888888888,0.4201388888888889,0.4201388888888889,0.6527777777777778,0.0625,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,20,3407,1.0,1.0,0.9375,0.7569444444444444,0.7569444444444444,0.9548611111111112,0.625,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,20,3408,1.0,1.0,0.7534722222222222,0.6840277777777778,0.6840277777777778,0.7534722222222222,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,20,3409,1.0,1.0,0.9270833333333334,0.7743055555555556,0.7708333333333334,0.90625,0.59375,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,25,3407,1.0,1.0,0.9409722222222222,0.7291666666666666,0.71875,0.9166666666666666,0.65625,0.03125,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,25,3408,1.0,1.0,0.7916666666666666,0.7048611111111112,0.6944444444444444,0.7881944444444444,0.09375,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,25,3409,1.0,1.0,0.9548611111111112,0.7951388888888888,0.7951388888888888,0.9513888888888888,0.625,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,5,3407,1.0,1.0,0.8506944444444444,0.10416666666666667,0.10069444444444445,0.8888888888888888,0.09375,0.03125,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,5,3408,1.0,1.0,0.5555555555555556,0.04513888888888889,0.04513888888888889,0.6770833333333334,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,logic,5,3409,1.0,1.0,0.8819444444444444,0.22916666666666666,0.17708333333333334,0.9479166666666666,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,10,3407,1.0,1.0,0.75,0.7604166666666666,0.7465277777777778,0.7604166666666666,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,10,3408,1.0,1.0,0.7881944444444444,0.7916666666666666,0.4652777777777778,0.78125,0.34375,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,10,3409,1.0,1.0,0.8333333333333334,0.8472222222222222,0.7673611111111112,0.8541666666666666,0.21875,0.28125,0.09375,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,15,3407,1.0,1.0,0.7152777777777778,0.7048611111111112,0.6631944444444444,0.7013888888888888,0.03125,0.03125,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,15,3408,1.0,1.0,0.8055555555555556,0.8194444444444444,0.6215277777777778,0.8020833333333334,0.03125,0.03125,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,15,3409,1.0,1.0,0.7638888888888888,0.7743055555555556,0.6979166666666666,0.7673611111111112,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,20,3407,1.0,1.0,0.8194444444444444,0.8645833333333334,0.7083333333333334,0.8194444444444444,0.03125,0.03125,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,20,3408,1.0,1.0,0.8229166666666666,0.8194444444444444,0.8125,0.8159722222222222,0.0625,0.03125,0.03125,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,20,3409,1.0,1.0,0.9444444444444444,0.7881944444444444,0.7847222222222222,0.7916666666666666,0.8125,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,25,3407,1.0,1.0,0.78125,0.7847222222222222,0.7777777777777778,0.78125,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,25,3408,1.0,1.0,0.7777777777777778,0.7847222222222222,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,25,3409,1.0,1.0,0.8645833333333334,0.875,0.8298611111111112,0.8680555555555556,0.25,0.25,0.21875,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,5,3407,1.0,1.0,0.4513888888888889,0.8472222222222222,0.003472222222222222,0.5659722222222222,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,5,3408,1.0,1.0,0.4444444444444444,0.8541666666666666,0.003472222222222222,0.6041666666666666,0.0,0.09375,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
hard_attribute_fresh,hard attribute,nl_exact,5,3409,1.0,1.0,0.3645833333333333,0.7986111111111112,0.010416666666666666,0.6631944444444444,0.0,0.0,0.0,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192
